Room Number,Name,VIP,Arrival,Nights,Adults/Children,Room Type,Rate Plan,Travel Agent,Market,Preferences,Owner
,29857,,21/01/2026 09:45,RS,,TWDX,729.00EUR,,OTH,,
,,,,,,,,,,,
,5008455,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,729.00EUR,,,
,"Garðarsson, Steinar, Mr ",,20/01/2026 16:00,9,2/0,TWDX,BARAD,CNN News Group,FIT1,MIN,TM
,,,,,,,,,,,
,28209,,29/01/2026 20:30,RS,,TWDX,591.75EUR,,SIT,,
,,,,,,,,,,,
,5006583,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"5,625.75EUR",,,
,"Godina, Aminat, Mrs ",,20/01/2026 16:15,1,2/0,KGDX,CORL25,ABN Amro HQ,CORL,,TM
,,,,,,,,,,,
,29423,,21/01/2026 18:00,RS,,KGDX,679.00EUR,,CRS,"CRE25, DRI",
,,,,,,,,,,HTCN,
,5007946,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,679.00EUR,,,
,"Hólmgeirsson, Sturlaugur, Mr ",,20/01/2026 15:30,10,2/0,KGDX,DAY,Deloitte,CORL,,TM
,,,,,,,,,,,
,29403,,30/01/2026 22:15,RS,,KGDX,399.00EUR,,SIT,,
,,,,,,,,,,,
,5007692,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,990.00EUR",,,
,"Jabłońska, Klara, Mrs ",,20/01/2026 05:30,9,1/0,TCDX,BAREX,,CORL,,
,,,,,,,,,,,
,29706,,29/01/2026 09:15,RS,,TCDX,830.00EUR,,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007778,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"7,470.00EUR",,,
,"Jasiński, Marceli, Mr ",,20/01/2026 23:15,9,2/0,KCDX,BAREX,,CORG,,
,,,,,,,,,,,
,29784,,29/01/2026 11:00,RS,,KCDX,810.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008472,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"7,290.00EUR",,,
,"Kowalczyk, Jarosława, Ms ",,20/01/2026 13:45,8,2/0,KGDX,BAR00,,CORL,,
,,,,,,,,,,,
,29701,,28/01/2026 10:30,RS,,KGDX,789.00EUR,,IBE,,
,,,,,,,,,,,
,5007638,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"6,712.00EUR",,,
,"Lejeune, Vernon, Dear Dr ",,20/01/2026 18:30,3,2/0,KCST,BAREX,,CORN,,
,,,,,,,,,,,
,28305,,23/01/2026 06:45,RS,,KCST,"1,230.00EUR",,OTH,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006823,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,690.00EUR",,,
,"Martins, Gabrielly, Ms ",,20/01/2026 06:00,4,2/0,TWDX,OTA1,Amazon Deustchland,CORN,,TM
,,,,,,,,,,,
,29554,,24/01/2026 21:30,RS,,TWDX,670.00EUR,,CRS,,
,,,,,,,,,,,
,5007998,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,850.00EUR",,,
,"Metzger, Peter, Mr ",,20/01/2026 17:15,1,1/0,KGDX,RACK,,FIT1,,
,,,,,,,,,,,
,28910,,21/01/2026 19:30,RS,,KGDX,889.00EUR,,GDS,,
,,,,,,,,,,,
,5007365,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,889.00EUR,,,
,"Muramats, Isabella, Mrs ",,20/01/2026 21:15,5,1/0,KGDX,BAR00,Adidas GmbH,PRMF,,
,,,,,,,,,,,
,30026,,25/01/2026 09:45,RS,,KGDX,789.00EUR,,IBE,,
,,,,,,,,,,,
,5008207,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"4,345.00EUR",,,
,"Oddgeirsdóttir, Eva, Mrs ",,20/01/2026 07:00,2,2/0,KINGR,CORL25,,CORN,,
,,,,,,,,,,,
,29359,,22/01/2026 12:00,RS,,KINGR,679.00EUR,,SIT,"CRE25, DRI",
,,,,,,,,,,LUG,
,5007951,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,358.00EUR",,,
,"Pawłowski, Iwan, Mr ",,20/01/2026 18:15,5,1/0,TWDX,RACK,CNN News Group,CORG,HTCN,TM
,,,,,,,,,,,
,29936,,25/01/2026 21:00,RS,,TWDX,889.00EUR,,SYN,,
,,,,,,,,,,,
,5008555,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"4,445.00EUR",,,
,"Pereira, Evelyn, Ms ",,20/01/2026 10:00,8,2/0,KGDX,RACK,CNN News Group,PRMF,,TM
,,,,,,,,,,,
,29975,,28/01/2026 05:30,RS,,KGDX,889.00EUR,,SYN,,
,,,,,,,,,,,
,5008243,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"7,112.00EUR",,,
,"Pereira, Evelyn, Ms ",,20/01/2026 05:00,10,2/0,KGDX,BARAD,Tesla,CORL,,
,,,,,,,,,,,
,29682,,30/01/2026 12:30,RS,,KGDX,591.75EUR,,HOT,,
,,,,,,,,,,,
,5007744,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"6,217.50EUR",,,
,"Pinto, Davi, Mr ",,20/01/2026 08:45,4,2/0,TWDX,CORL25,Saudi Aramco,CORN,,
,,,,,,,,,,,
,29489,,24/01/2026 14:15,RS,,TWDX,679.00EUR,,HOT,"CRE25, DRI",
,,,,,,,,,,DIN,
,5007733,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"2,716.00EUR",,,
,"Pinto, Isabela, Ms ",,20/01/2026 05:45,8,2/0,KGST,OTA1,Telefonica,FIT1,UPGR,
,,,,,,,,,,,
,29675,,28/01/2026 08:45,RS,,KGST,840.00EUR,,GDS,,
,,,,,,,,,,,
,5007916,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"7,230.00EUR",,,
,"Pinto, Thaís, Ms ",,20/01/2026 08:45,9,2/0,KGDX,RACK,Exxon Mobil,CORL,,
,,,,,,,,,,,
,29028,,29/01/2026 23:15,RS,,KGDX,889.00EUR,,CRS,,
,,,,,,,,,,,
,5007268,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"8,001.00EUR",,,
,"Poole, Robert, Mr ",,20/01/2026 12:45,8,2/0,KCDX,BAREX,,CORG,,
,,,,,,,,,,,
,28817,,28/01/2026 11:00,RS,,KCDX,810.00EUR,,OTH,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007558,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"6,480.00EUR",,,
,"Ratcliffe, Mariam, Ms ",EXE,20/01/2026 20:30,10,1/0,TWDX,OTA1,Deloitte,CORG,HF,TM
,,,,,,,,,,,
,29704,,30/01/2026 18:00,RS,,TWDX,670.00EUR,,SYN,,
,,,,,,,,,,,
,5007913,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"7,040.00EUR",,,
,"Rodrigues, Tânia, Mrs ",,20/01/2026 09:00,5,1/0,KGDX,CORL25,Austrian Airlines,FIT1,,
,,,,,,,,,,,
,29762,,25/01/2026 09:30,RS,,KGDX,679.00EUR,,CRO,"CRE25, DRI",
,,,,,,,,,,,
,5008236,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,395.00EUR",,,
,"Sheripov, Soltamurad, Mr ",,20/01/2026 16:15,4,2/0,KCST,BAREX,,CORL,,
,,,,,,,,,,,
,28987,,24/01/2026 11:00,RS,,KCST,"1,230.00EUR",,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007491,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"4,920.00EUR",,,
,"Sigtryggsdóttir, Þórhildur, Ms ",,20/01/2026 19:45,2,2/0,KGST,RACK,,CORG,LF,
,,,,,,,,,,,
,29951,,22/01/2026 06:45,RS,,KGST,"1,889.00EUR",,IBE,,
,,,,,,,,,,,
,5008490,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"3,778.00EUR",,,
,"Sörensen, Magnús, Mr ",,20/01/2026 12:45,1,2/0,TWDX,DAY,,CORN,,
,,,,,,,,,,,
,28917,,21/01/2026 07:45,RS,,TWDX,399.00EUR,,OTH,,
,,,,,,,,,,,
,5007409,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,399.00EUR,,,
,"Sutton, Madison, Mrs ",,20/01/2026 15:00,3,1/0,KCDX,BAREX,,CORN,,
,,,,,,,,,,,
,28905,,23/01/2026 10:45,RS,,KCDX,810.00EUR,,OTH,"AID, AIP, BFC, EXE",
,,,,,,,,,,QUI,
,5007295,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,430.00EUR",,,
,"Tucker, Rosie, Ms ",,20/01/2026 05:15,1,2/0,KGDX,BAR10,ABN Amro HQ,CORN,,TM
,,,,,,,,,,,
,29226,,21/01/2026 18:00,RS,,KGDX,631.20EUR,,SYN,BFE,
,,,,,,,,,,TWIN,
,5007540,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,631.20EUR,,,
,"Tye, Andrew, Mr ",,20/01/2026 11:30,6,2/0,TWDX,BARRES,,CORG,FPLACE,
,,,,,,,,,,,
,29790,,26/01/2026 10:00,RS,,TWDX,729.00EUR,,CRO,,
,,,,,,,,,,,
,5008256,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"4,374.00EUR",,,
,"Vedzizhev, Malkh, Dear Dr ",,20/01/2026 16:30,3,2/0,KCST,BAREX,,FIT1,,
,,,,,,,,,,,
,28613,,23/01/2026 17:15,RS,,KCST,"1,230.00EUR",,CRO,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006967,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,690.00EUR",,,
,"Vigfússon, Þórbergur, Mr ",,20/01/2026 11:45,6,1/0,TWDX,OTA1,Berkshire Hathaway,FIT1,SPAB,
,,,,,,,,,,,
,29170,,26/01/2026 19:45,RS,,TWDX,670.00EUR,,HOT,,
,,,,,,,,,,,
,5007329,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"4,360.00EUR",,,
,"Woronoff, Tigran, Mr ",,20/01/2026 14:15,4,2/0,TCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,30082,,24/01/2026 05:00,RS,,TCDX,830.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,SPAB,
,5008594,,PRE,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"3,320.00EUR",,,
,"Zimmerman, Michael, Mr ",,20/01/2026 08:45,10,2/0,KINGR,RACK,,FIT1,,
,,,,,,,,,,,
,28095,,30/01/2026 18:15,RS,,KINGR,"1,089.00EUR",,OTH,,
,,,,,,,,,,,
,5006487,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"10,890.00EUR",,,
,"Þorsteinsdóttir, Hugrún, Ms ",,20/01/2026 13:15,8,1/0,TCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,29625,,28/01/2026 17:15,RS,,TCDX,830.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,BAL2,
,5008065,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"6,640.00EUR",,,
,"Alves, Aline, Ms ",OWNER,21/01/2026 23:00,8,1/0,KCST,BAREX,,CORG,,
,,,,,,,,,,,
,29142,,29/01/2026 23:45,RS,,KCST,"1,230.00EUR",,HOT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007357,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"9,840.00EUR",,,
,"Carvalho, Emily, Mrs ",,21/01/2026 16:45,4,2/0,KGDX,BAR00,,CORN,,
,,,,,,,,,,,
,29065,,25/01/2026 09:30,RS,,KGDX,789.00EUR,,SIT,,
,,,,,,,,,,,
,5007381,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,556.00EUR",,,
,"Cunha, João, Mr ",,21/01/2026 22:45,3,2/0,TWDX,BAR10,,FIT1,,
,,,,,,,,,,,
,28131,WHLCHAIR,24/01/2026 09:00,RS,,TWDX,631.20EUR,,HOT,BFE,
,,,,,,,,,,,
,5006506,,PRE,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"2,053.60EUR",,,
,"Cunha, João, Mr ",,21/01/2026 21:15,6,1/0,KCST,BAREX,,FIT1,,
,,,,,,,,,,,
,30106,WHLCHAIR,27/01/2026 08:45,RS,,KCST,"1,230.00EUR",,HOT,"AID, AIP, BFC, EXE",
,,,,,,,,,,GVIEW,
,5008204,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"7,380.00EUR",,,
,"Cunha, Marcos, Mr ",,21/01/2026 15:15,1,2/0,TCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,28759,,22/01/2026 19:45,RS,,TCDX,830.00EUR,,CRO,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007125,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,830.00EUR,,,
,"Cyr, Laverne, Mrs ",,21/01/2026 23:15,6,1/0,KCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,29020,,27/01/2026 16:00,RS,,KCDX,810.00EUR,,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,SM,
,5007529,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"4,860.00EUR",,,
,"Fiorentino, Fosca, Ms ",,21/01/2026 15:00,8,2/0,TCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,29107,,29/01/2026 14:45,RS,,TCDX,830.00EUR,,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007380,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"6,640.00EUR",,,
,"Gallagher, Bradley, Mr ",,21/01/2026 14:45,2,2/0,TWDX,BARAD,,CORG,DBL2,
,,,,,,,,,,,
,29002,,23/01/2026 15:00,RS,,TWDX,591.75EUR,,HOT,,
,,,,,,,,,,,
,5007457,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,183.50EUR",,,
,"Garðarsson, Steinar, Mr ",,21/01/2026 11:15,10,2/0,TWDX,BAR00,Telefonica,PRMF,UPGR,
,,,,,,,,,,,
,27858,,31/01/2026 10:15,RS,,TWDX,789.00EUR,,CRO,,
,,,,,,,,,,,
,5006255,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"8,490.00EUR",,,
,"Geirmundsson, Samúel, Mr ",COR,21/01/2026 18:30,10,1/0,KGDX,RACK,Amazon Switzerland,CORG,,
,,,,,,,,,,,
,29119,,31/01/2026 22:45,RS,,KGDX,889.00EUR,,IBE,,
,,,,,,,,,,,
,5007208,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"8,890.00EUR",,,
,"Hrafnkelsdóttir, Vigdís, Mrs ",,21/01/2026 19:45,8,1/0,KGSP,CORL25,,PRMF,,
,,,,,,,,,,,
,28907,,29/01/2026 06:00,RS,,KGSP,679.00EUR,,SIT,"CRE25, DRI",
,,,,,,,,,,,
,5007554,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"5,432.00EUR",,,
,"Hrafnsdóttir, Ríkey, Mrs ",,21/01/2026 06:45,6,2/0,KGDX,BARAD,Amazon Austria,FIT1,UPGR,TM
,,,,,,,,,,,
,30011,,27/01/2026 23:15,RS,,KGDX,591.75EUR,,SYN,,
,,,,,,,,,,,
,5008540,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,850.50EUR",,,
,"Ilyina, Muse, Ms ",,21/01/2026 20:15,10,2/0,KGSP,BARAD,Deloitte,PRMF,BAL,TM
,,,,,,,,,,,
,29827,,31/01/2026 13:30,RS,,KGSP,591.75EUR,,SIT,,
,,,,,,,,,,,
,5008462,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"6,367.50EUR",,,
,"Kowalski, Wojciech, Mr ",,21/01/2026 10:30,9,1/0,KGST,DAY,Apple Incorporated Spain,CORL,,TM
,,,,,,,,,,,
,28233,,30/01/2026 06:30,RS,,KGST,880.00EUR,,HOT,,
,,,,,,,,,,,
,5006544,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"7,920.00EUR",,,
,"Lapierre, Mathilde, Ms ",,21/01/2026 12:15,3,1/0,KGDX,OTA1,Amazon Switzerland,FIT1,,
,,,,,,,,,,,
,27989,,24/01/2026 15:15,RS,,KGDX,670.00EUR,,GDS,,
,,,,,,,,,,,
,5006385,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"2,180.00EUR",,,
,"Lima, Lara, Ms ",,21/01/2026 06:00,2,1/0,KCDX,BAREX,Exxon Mobil,FIT1,,
,,,,,,,,,,,
,27900,,23/01/2026 12:00,RS,,KCDX,810.00EUR,,OTH,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006344,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,620.00EUR",,,
,"Mainville, Frédérique, Mrs ",,21/01/2026 08:15,10,1/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,28911,,31/01/2026 16:00,RS,,KCDX,810.00EUR,,CRO,"AID, AIP, BFC, EXE",
,,,,,,,,,,PLA,
,5007366,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"8,100.00EUR",,,
,"Nixon, Erin, Mrs ",EXE,21/01/2026 20:30,1,2/0,KGDX,RACK,Amazon Deustchland,CORN,PLA,TM
,,,,,,,,,,,
,29029,,22/01/2026 12:15,RS,,KGDX,889.00EUR,,GDS,,
,,,,,,,,,,,
,5007594,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,889.00EUR,,,
,"Padovano, Tullio, Mr ",,21/01/2026 18:15,5,1/0,TWDX,OPQ,Austrian Airlines,CORG,,
,,,,,,,,,,,
,29283,,26/01/2026 05:30,RS,,TWDX,490.00EUR,,CRO,BFC,
,,,,,,,,,,DBL2,
,5007772,REWARDS | GOLD,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,809669A,,,,,,"2,450.00EUR",,,
,"Pawłowski, Iwan, Mr ",,21/01/2026 12:15,1,2/0,TWDX,OPQ,,FIT1,,
,,,,,,,,,,,
,28563,,22/01/2026 14:00,RS,,TWDX,490.00EUR,,IBE,BFC,
,,,,,,,,,,,
,5007058,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,490.00EUR,,,
,"Piccio, Renzo, Mr ",,21/01/2026 12:15,10,2/0,KCST,BAREX,,CORG,,
,,,,,,,,,,,
,27824,,31/01/2026 06:00,RS,,KCST,"1,230.00EUR",,SYN,"AID, AIP, BFC, EXE",
,,,,,,,,,,LUG,
,5006290,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"12,300.00EUR",,,
,"Salois, Evrard, Mr ",,21/01/2026 19:45,9,2/0,KINGR,OTA1,,CORN,,
,,,,,,,,,,,
,28959,,30/01/2026 10:00,RS,,KINGR,670.00EUR,,SIT,,
,,,,,,,,,,,
,5007541,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"6,370.00EUR",,,
,"Schmidt, Fabian, Mr ",,21/01/2026 13:30,4,1/0,KCDX,BAREX,,CORL,,
,,,,,,,,,,,
,28888,,25/01/2026 18:15,RS,,KCDX,810.00EUR,,SIT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007296,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"3,240.00EUR",,,
,"Szczepańska, Nadzieja, Ms ",,21/01/2026 19:15,9,1/0,KINGR,RACK,,CORN,BAL,
,,,,,,,,,,,
,29507,,30/01/2026 18:45,RS,,KINGR,"1,089.00EUR",,CRS,,
,,,,,,,,,,,
,5007851,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"9,801.00EUR",,,
,"Umkhayev, Asya, Mrs ",,21/01/2026 06:00,10,1/0,TWDX,BARAD,Tesla,CORN,QUI,
,,,,,,,,,,,
,29110,,31/01/2026 07:30,RS,,TWDX,591.75EUR,,HOT,,
,,,,,,,,,,,
,5007481,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"6,367.50EUR",,,
,"Weiß, Philipp, Mr ",,21/01/2026 21:00,5,2/0,KGSP,CORL25,Accenture,CORG,,
,,,,,,,,,,,
,29604,,26/01/2026 22:30,RS,,KGSP,679.00EUR,,IBE,"CRE25, DRI",
,,,,,,,,,,UPGR,
,5008090,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"3,395.00EUR",,,
,"Arcuri, Bernardo, Mr ",COR,22/01/2026 05:45,6,2/0,KGST,BAR00,Amazon Deustchland,CORL,SOFB,TM
,,,,,,,,,,,
,28800,,28/01/2026 13:45,RS,,KGST,989.00EUR,,GDS,,
,,,,,,,,,,,
,5007503,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"6,534.00EUR",,,
,"Bodrova, Greta, Mrs ",OWNER,22/01/2026 05:45,6,2/0,TWDX,CORL25,Tesla,CORL,,
,,,,,,,,,,,
,28621,,28/01/2026 15:00,RS,,TWDX,679.00EUR,,CRO,"CRE25, DRI",
,,,,,,,,,,DIN,
,5006856,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,074.00EUR",,,
,"Bull, Kyle, Mr ",COR,22/01/2026 15:45,3,1/0,KGDX,OTA1,Siemens Gamesa,CORG,BAL2,
,,,,,,,,,,,
,28238,,25/01/2026 05:00,RS,,KGDX,670.00EUR,,CRS,,
,,,,,,,,,,,
,5006628,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"2,350.00EUR",,,
,"Dąbrowski, Metody, Mr ",,22/01/2026 10:30,4,1/0,KGDX,CORL25,Bayerische Motoren Werke (BMW),FIT1,,
,,,,,,,,,,,
,27794,,26/01/2026 21:15,RS,,KGDX,679.00EUR,,OTH,"CRE25, DRI",
,,,,,,,,,,,
,5006253,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,716.00EUR",,,
,"Fink, Anja, Mrs ",,22/01/2026 05:00,10,2/0,KCDX,BAREX,,CORG,,
,,,,,,,,,,,
,28405,,01/02/2026 05:45,RS,,KCDX,810.00EUR,,OTH,"AID, AIP, BFC, EXE",
,,,,,,,,,,TWIN,
,5006655,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"8,100.00EUR",,,
,"Gloeckner, Marie, Mrs ",EXE,22/01/2026 12:00,7,2/0,KGDX,OTA1,Tesla,FIT1,,
,,,,,,,,,,,
,29531,,29/01/2026 20:30,RS,,KGDX,670.00EUR,,CRS,,
,,,,,,,,,,,
,5007780,,PRE,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"5,030.00EUR",,,
,"Gour, Fleurette, Mrs ",,22/01/2026 17:30,2,2/0,TWDX,CORL25,Austrian Airlines,CORN,,
,,,,,,,,,,,
,29172,,24/01/2026 17:45,RS,,TWDX,679.00EUR,,HOT,"CRE25, DRI",
,,,,,,,,,,PVIEW,
,5007253,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,358.00EUR",,,
,"Guérette, Royale, Ms ",,22/01/2026 20:00,5,2/0,KCDX,BAREX,Saudi Aramco,CORL,,
,,,,,,,,,,,
,27952,,27/01/2026 16:00,RS,,KCDX,810.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006390,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,050.00EUR",,,
,"Hawkins, Sebastian, Mr ",,22/01/2026 11:00,8,2/0,KGDX,BAR00,Berkshire Hathaway,CORN,,
,,,,,,,,,,,
,28353,,30/01/2026 22:30,RS,,KGDX,789.00EUR,,SYN,,
,,,,,,,,,,,
,5006999,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"6,712.00EUR",,,
,"Hjörleifsson, Sveinbjörn, Mr ",,22/01/2026 22:30,1,2/0,KGSP,DAY,Banco Bilbao Vizcaya,CORN,,
,,,,,,,,,,,
,27899,,23/01/2026 13:30,RS,,KGSP,880.00EUR,,CRO,,
,,,,,,,,,,,
,5006377,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,880.00EUR,,,
,"Hjörleifsson, Sveinbjörn, Mr ",,22/01/2026 06:15,4,1/0,KGST,CORL25,,PRMF,,
,,,,,,,,,,,
,29102,,26/01/2026 09:30,RS,,KGST,679.00EUR,,SIT,"CRE25, DRI",
,,,,,,,,,,,
,5007204,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,716.00EUR",,,
,"Hudson, Zak, Mr ",,22/01/2026 09:45,5,1/0,KGSP,BARAD,,CORN,,
,,,,,,,,,,,
,28763,,27/01/2026 05:15,RS,,KGSP,591.75EUR,,SYN,,
,,,,,,,,,,,
,5007430,,PRE,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"3,258.75EUR",,,
,"Kowalski, Wojciech, Mr ",,22/01/2026 10:15,3,1/0,KGSP,BARRES,Saudi Aramco,FIT1,,
,,,,,,,,,,,
,29783,,25/01/2026 09:30,RS,,KGSP,729.00EUR,,CRO,,
,,,,,,,,,,,
,5008142,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,187.00EUR",,,
,"Moench, Laura, Mrs ",,22/01/2026 07:15,4,1/0,TWDX,RACK,Amazon Austria,CORN,UPGR,TM
,,,,,,,,,,,
,29147,,26/01/2026 10:15,RS,,TWDX,889.00EUR,,SYN,,
,,,,,,,,,,,
,5007150,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,556.00EUR",,,
,"O'Neill, Leah, Mrs ",,22/01/2026 12:00,4,1/0,KCST,BAREX,,CORN,,
,,,,,,,,,,,
,27848,,26/01/2026 10:30,RS,,KCST,"1,230.00EUR",,CRO,"AID, AIP, BFC, EXE",
,,,,,,,,,,POW,
,5006219,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,920.00EUR",,,
,"Salomonsson, Semundur, Mr ",,22/01/2026 14:45,1,1/0,KGDX,BAR10,,FIT1,,
,,,,,,,,,,,
,28742,,23/01/2026 11:45,RS,,KGDX,631.20EUR,,OTH,BFE,
,,,,,,,,,,,
,5007407,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,631.20EUR,,,
